"","X","pmid","title","publicationyear","MR","surname","given_name","author_code","gender","affil_main","affil_cat","author_position","last_position","first_position","max","RCR","cit","jif"
"2535",2535,29603887,"Screening and management of mental health and substance use disorders in HIV treatment settings in low-and middle-income countries within the global ieDEA consortium",2018,1,"wester","c william",269513,"male","United States","High",10,0,0,11,2.37,20,5.192
"2536",2536,29603887,"Screening and management of mental health and substance use disorders in HIV treatment settings in low-and middle-income countries within the global ieDEA consortium",2018,1,"nash","denis",109195,"male","United States","High",11,1,0,11,2.37,20,5.192
"2537",2537,29682776,"Bootstrap inference when using multiple imputation",2018,1,"schomaker","michael",8970,"male","South Africa","Upper middle",1,0,1,2,12.03,108,1.847
"2538",2538,29682776,"Bootstrap inference when using multiple imputation",2018,1,"heumann","christian",230549,"male","Germany","High",2,1,0,2,12.03,108,1.847
"2539",2539,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"desmonde","sophie",15766,"female","France","High",1,0,1,17,1.8,18,11.048
"2540",2540,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"tanser","franck",366543,"male","South Africa","Upper middle",2,0,0,17,1.8,18,11.048
"2541",2541,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"vreeman","rachel",250580,"female","United States","High",3,0,0,17,1.8,18,11.048
"2542",2542,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"takassi","elom",561822,"male","Togo","Lower",4,0,0,17,1.8,18,11.048
"2543",2543,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"edmonds","andrew",5759,"male","United States","High",5,0,0,17,1.8,18,11.048
"2544",2544,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"lumbiganon","pagakrong",7556,"female","Thailand","Upper middle",6,0,0,17,1.8,18,11.048
"2545",2545,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"pinto","jorge",511821,"male","Brazil","Upper middle",7,0,0,17,1.8,18,11.048
"2546",2546,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"malateste","karen",244286,"female","France","High",8,0,0,17,1.8,18,11.048
"2547",2547,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"mcgowan","catherine",5790,"female","United States","High",9,0,0,17,1.8,18,11.048
"2548",2548,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"kariminia","azar",350410,"female","Australia","High",10,0,0,17,1.8,18,11.048
"2549",2549,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"yotebieng","marcel",324516,"male","United States","High",11,0,0,17,1.8,18,11.048
"2550",2550,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"dicko","fatoumata",349409,"female","Mali","Lower",12,0,0,17,1.8,18,11.048
"2551",2551,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"yiannoutsos","constantin",267265,"male","United States","High",13,0,0,17,1.8,18,11.048
"2552",2552,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"mubiana-mbewe","mwangelwa",10181,"female","Zambia","Lower",14,0,0,17,1.8,18,11.048
"2553",2553,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"wools-kaloustian","kara",14311,"female","United States","High",15,0,0,17,1.8,18,11.048
"2554",2554,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"davies","mary-ann",5236,"female","South Africa","Upper middle",16,0,0,17,1.8,18,11.048
"2555",2555,29727458,"Access to antiretroviral therapy in HIV-infected children aged 019 years in the International Epidemiology Databases to Evaluate AIDS (IeDEA) Global Cohort Consortium, 20042015: A prospective cohort study",2018,1,"leroy","valeriane",187166,"female","France","High",17,1,0,17,1.8,18,11.048
"2556",2556,29767681,"Medication side effects and retention in HIV treatment: A regression discontinuity study of tenofovir implementation in South Africa and Zambia",2018,0,"brennan","alana t.",30391,"female","United States","High",1,0,1,14,0.52,5,4.473
"2557",2557,29767681,"Medication side effects and retention in HIV treatment: A regression discontinuity study of tenofovir implementation in South Africa and Zambia",2018,0,"bor","jacob",470651,"male","United States","High",2,0,0,14,0.52,5,4.473
"2558",2558,29767681,"Medication side effects and retention in HIV treatment: A regression discontinuity study of tenofovir implementation in South Africa and Zambia",2018,0,"davies","mary-ann",5236,"female","South Africa","Upper middle",3,0,0,14,0.52,5,4.473
"2559",2559,29767681,"Medication side effects and retention in HIV treatment: A regression discontinuity study of tenofovir implementation in South Africa and Zambia",2018,0,"wandeler","gilles",237339,"male","Switzerland","High",4,0,0,14,0.52,5,4.473
"2560",2560,29767681,"Medication side effects and retention in HIV treatment: A regression discontinuity study of tenofovir implementation in South Africa and Zambia",2018,0,"prozesky","hans",2213,"male","South Africa","Upper middle",5,0,0,14,0.52,5,4.473
"2561",2561,29767681,"Medication side effects and retention in HIV treatment: A regression discontinuity study of tenofovir implementation in South Africa and Zambia",2018,0,"fatti","geoffrey",424560,"male","South Africa","Upper middle",6,0,0,14,0.52,5,4.473
"2562",2562,29767681,"Medication side effects and retention in HIV treatment: A regression discontinuity study of tenofovir implementation in South Africa and Zambia",2018,0,"wood","robin",4532,"male","South Africa","Upper middle",7,0,0,14,0.52,5,4.473
"2563",2563,29767681,"Medication side effects and retention in HIV treatment: A regression discontinuity study of tenofovir implementation in South Africa and Zambia",2018,0,"stinson","kathryn",46542,"female","South Africa","Upper middle",8,0,0,14,0.52,5,4.473
"2564",2564,29767681,"Medication side effects and retention in HIV treatment: A regression discontinuity study of tenofovir implementation in South Africa and Zambia",2018,0,"tanser","frank",366543,"male","South Africa","Upper middle",9,0,0,14,0.52,5,4.473
"2565",2565,29767681,"Medication side effects and retention in HIV treatment: A regression discontinuity study of tenofovir implementation in South Africa and Zambia",2018,0,"barnighausen","till",419548,"male","Germany","High",10,0,0,14,0.52,5,4.473
"2566",2566,29767681,"Medication side effects and retention in HIV treatment: A regression discontinuity study of tenofovir implementation in South Africa and Zambia",2018,0,"boulle","andrew",522,"male","South Africa","Upper middle",11,0,0,14,0.52,5,4.473
"2567",2567,29767681,"Medication side effects and retention in HIV treatment: A regression discontinuity study of tenofovir implementation in South Africa and Zambia",2018,0,"sikazwe","izukanji",11192,"female","Zambia","Lower",12,0,0,14,0.52,5,4.473
"2568",2568,29767681,"Medication side effects and retention in HIV treatment: A regression discontinuity study of tenofovir implementation in South Africa and Zambia",2018,0,"zanolini","arianna",562823,"female","Zambia","Lower",13,0,0,14,0.52,5,4.473
"2569",2569,29767681,"Medication side effects and retention in HIV treatment: A regression discontinuity study of tenofovir implementation in South Africa and Zambia",2018,0,"fox","matthew p.",3426,"male","United States","High",14,1,0,14,0.52,5,4.473
"2570",2570,29874247,"""I found that I was well and strong"": Womens motivations for remaining on ART under Option B+ in Malawi",2018,0,"phiri","nozgechi",3930,"female","Malawi","Lower",1,0,1,6,0.91,7,2.776
"2571",2571,29874247,"""I found that I was well and strong"": Womens motivations for remaining on ART under Option B+ in Malawi",2018,0,"haas","andreas d.",5458,"male","Switzerland","High",2,0,0,6,0.91,7,2.776
"2572",2572,29874247,"""I found that I was well and strong"": Womens motivations for remaining on ART under Option B+ in Malawi",2018,0,"msukwa","malango t.",129109,"male","Malawi","Lower",3,0,0,6,0.91,7,2.776
"2573",2573,29874247,"""I found that I was well and strong"": Womens motivations for remaining on ART under Option B+ in Malawi",2018,0,"tenthani","lyson",363435,"male","Malawi","Lower",4,0,0,6,0.91,7,2.776
"2574",2574,29874247,"""I found that I was well and strong"": Womens motivations for remaining on ART under Option B+ in Malawi",2018,0,"keiser","olivia",6750,"female","Switzerland","High",5,0,0,6,0.91,7,2.776
"2575",2575,29874247,"""I found that I was well and strong"": Womens motivations for remaining on ART under Option B+ in Malawi",2018,0,"tal","kali",412530,"female","Switzerland","High",6,1,0,6,0.91,7,2.776
"2576",2576,29881504,"Treatment and outcome of AIDS-related Kaposi sarcoma in South Africa, Malawi and Zambia: an international comparison",2017,0,"rohner","eliane",11476,"female","Switzerland","High",1,0,1,8,0.2,3,0.399
"2577",2577,29881504,"Treatment and outcome of AIDS-related Kaposi sarcoma in South Africa, Malawi and Zambia: an international comparison",2017,0,"kasaro","margaret",37824,"female","Zambia","Lower",2,0,0,8,0.2,3,0.399
"2578",2578,29881504,"Treatment and outcome of AIDS-related Kaposi sarcoma in South Africa, Malawi and Zambia: an international comparison",2017,0,"msadabwe-chikuni","susan citonje",393826,"female","Zambia","Lower",3,0,0,8,0.2,3,0.399
"2579",2579,29881504,"Treatment and outcome of AIDS-related Kaposi sarcoma in South Africa, Malawi and Zambia: an international comparison",2017,0,"stinson","kathryn",46542,"female","South Africa","Upper middle",4,0,0,8,0.2,3,0.399
"2580",2580,29881504,"Treatment and outcome of AIDS-related Kaposi sarcoma in South Africa, Malawi and Zambia: an international comparison",2017,0,"mohamed","zainab",563825,"female","South Africa","Upper middle",5,0,0,8,0.2,3,0.399
"2581",2581,29881504,"Treatment and outcome of AIDS-related Kaposi sarcoma in South Africa, Malawi and Zambia: an international comparison",2017,0,"tweya","hannock",7253,"male","Malawi","Lower",6,0,0,8,0.2,3,0.399
"2582",2582,29881504,"Treatment and outcome of AIDS-related Kaposi sarcoma in South Africa, Malawi and Zambia: an international comparison",2017,0,"egger","matthias",138,"male","Switzerland","High",7,0,0,8,0.2,3,0.399
"2583",2583,29881504,"Treatment and outcome of AIDS-related Kaposi sarcoma in South Africa, Malawi and Zambia: an international comparison",2017,0,"bohlius","julia",165144,"female","Switzerland","High",8,1,0,8,0.2,3,0.399
"2584",2584,29889240,"Outcomes of Patients Lost to Follow-up in African Antiretroviral Therapy Programs: Individual Patient Data Meta-analysis",2018,1,"chammartin","frederique",174152,"female","Switzerland","High",1,0,1,17,4.49,43,9.055
"2585",2585,29889240,"Outcomes of Patients Lost to Follow-up in African Antiretroviral Therapy Programs: Individual Patient Data Meta-analysis",2018,1,"zurcher","kathrin",46556,"female","Switzerland","High",2,0,0,17,4.49,43,9.055
"2586",2586,29889240,"Outcomes of Patients Lost to Follow-up in African Antiretroviral Therapy Programs: Individual Patient Data Meta-analysis",2018,1,"keiser","olivia",6750,"female","Switzerland","High",3,0,0,17,4.49,43,9.055
"2587",2587,29889240,"Outcomes of Patients Lost to Follow-up in African Antiretroviral Therapy Programs: Individual Patient Data Meta-analysis",2018,1,"weigel","ralf",7354,"male","Germany","High",4,0,0,17,4.49,43,9.055
"2588",2588,29889240,"Outcomes of Patients Lost to Follow-up in African Antiretroviral Therapy Programs: Individual Patient Data Meta-analysis",2018,1,"chu","kathryn",46441,"female","South Africa","Upper middle",5,0,0,17,4.49,43,9.055
